Timestamp,real_rpm,rpm_set,real_rpm,rpm_set
26562000,212,210,208,210
26575000,210,210,210,210
26588000,214,210,214,210
26600000,214,210,211,210
26614000,211,210,211,210
26626000,208,210,207,210
26639000,213,210,213,210
26652000,208,210,207,210
26666000,198,210,195,210
26679000,200,210,200,210
26691000,200,210,200,210
26703000,215,210,216,210
26715000,231,210,220,210
26728000,211,210,210,210
26741000,219,210,215,210
26753000,211,210,211,210
26764000,221,210,222,210
26777000,215,210,215,210
26790000,210,210,212,210
26803000,203,210,203,210
26816000,195,210,192,210
26829000,202,210,202,210
26841000,214,210,214,210
26854000,213,210,213,210
26867000,232,210,232,210
26879000,211,210,211,210
26892000,222,210,222,210
26905000,214,210,214,210
26918000,209,210,212,210
26931000,215,210,215,210
26944000,201,210,199,210
26957000,193,210,194,210
26970000,196,210,196,210
26983000,214,210,214,210
26996000,237,210,230,210
27009000,212,210,216,210
27022000,227,210,226,210
27035000,213,210,212,210
27048000,222,210,224,210
27062000,221,210,216,210
27075000,206,210,211,210
27088000,203,210,203,210
27100000,195,210,192,210
27113000,194,210,199,210
27125000,213,210,213,210
27138000,208,210,211,210
27151000,227,210,230,210
27164000,209,210,212,210
27177000,223,210,223,210
27189000,214,210,214,210
27202000,209,210,211,210
27216000,214,210,213,210
27229000,197,210,197,210
27241000,194,210,194,210
27254000,197,210,194,210
27266000,207,210,214,210
27279000,235,210,235,210
27292000,211,210,211,210
27305000,227,210,227,210
27318000,213,210,211,210
27332000,214,210,222,210
27344000,222,210,222,210
27357000,209,210,209,210
27370000,200,210,203,210
27382000,197,210,196,210
27395000,192,210,195,210
27407000,219,210,219,210
27420000,206,210,206,210
27432000,210,210,223,210
27445000,215,210,213,210
27457000,212,210,212,210
27470000,210,210,215,210
27483000,207,210,206,210
27496000,213,210,211,210
27509000,206,210,205,210
27522000,197,210,193,210
27534000,201,210,199,210
27545000,203,210,203,210
27558000,219,210,219,210
27571000,224,210,220,210
27583000,213,210,213,210
27596000,217,210,212,210
27608000,214,210,209,210
27621000,222,210,222,210
27634000,215,210,215,210
27646000,209,210,209,210
27659000,202,210,202,210
27672000,191,210,190,210
27685000,208,210,208,210
27699000,212,210,212,210
27713000,211,210,211,210
27726000,219,210,216,210
27739000,213,210,213,210
27752000,214,210,212,210
27765000,207,210,207,210
27777000,212,210,212,210
27789000,206,210,206,210
27802000,198,210,197,210
27815000,197,210,197,210
27828000,197,210,199,210
27840000,215,210,215,210
27853000,225,210,225,210
27867000,216,210,212,210
27880000,217,210,215,210
27893000,211,210,210,210
27905000,223,210,223,210
27918000,216,210,214,210
27931000,212,210,212,210
27944000,203,210,199,210
27957000,195,210,190,210
27970000,203,210,209,210
27982000,210,210,210,210
27996000,210,210,211,210
28008000,224,210,223,210
28021000,212,210,212,210
28033000,221,210,221,210
28046000,214,210,213,210
28058000,211,210,214,210
28071000,216,210,216,210
28084000,199,210,197,210
28097000,195,210,195,210
28109000,196,210,196,210
28121000,212,210,212,210
28133000,237,210,237,210
28146000,213,210,213,210
28159000,228,210,228,210
28172000,213,210,213,210
28184000,210,210,215,210
28197000,221,210,221,210
28210000,206,210,207,210
28222000,200,210,200,210
28236000,196,210,196,210
28248000,193,210,194,210
28261000,218,210,218,210
28273000,205,210,205,210
28286000,209,210,220,210
28299000,215,210,215,210
28312000,211,210,211,210
28325000,211,210,213,210
28338000,204,210,205,210
28351000,211,210,210,210
28363000,207,210,204,210
28376000,197,210,194,210
28389000,200,210,199,210
28402000,201,210,202,210
28414000,219,210,225,210
28427000,218,210,217,210
28440000,212,210,215,210
28453000,211,210,211,210
28466000,206,210,211,210
28479000,217,210,216,210
28491000,211,210,211,210
28504000,204,210,203,210
28518000,199,210,196,210
28531000,192,210,192,210
28544000,218,210,218,210
28557000,205,210,205,210
28570000,208,210,208,210
28582000,216,210,212,210
28595000,209,210,209,210
28607000,212,210,212,210
28620000,208,210,206,210
28633000,213,210,213,210
28646000,208,210,208,210
28658000,199,210,198,210
28671000,198,210,201,210
28683000,200,210,201,210
28696000,216,210,220,210
28708000,230,210,222,210
28720000,214,210,213,210
28732000,226,210,219,210
28745000,214,210,214,210
28758000,223,210,222,210
28770000,221,210,216,210
28783000,210,210,211,210
28797000,202,210,202,210
28810000,193,210,192,210
28823000,205,210,205,210
28836000,211,210,211,210
28850000,212,210,211,210
28863000,224,210,224,210
28877000,214,210,214,210
28890000,217,210,212,210
28903000,208,210,208,210
28917000,213,210,213,210
28930000,207,210,207,210
28943000,198,210,198,210
28956000,199,210,202,210
28969000,203,210,203,210
28982000,219,210,220,210
28995000,219,210,219,210
29008000,213,210,213,210
29021000,218,210,213,210
29034000,208,210,208,210
29047000,222,210,216,210
29060000,215,210,209,210
29073000,209,210,203,210
29086000,200,210,198,210
29098000,191,210,192,210
29111000,214,210,214,210
29124000,212,210,211,210
29137000,211,210,211,210
29150000,215,210,215,210
29164000,213,210,209,210
29177000,211,210,211,210
29190000,206,210,205,210
29203000,212,210,212,210
29216000,207,210,207,210
29229000,199,210,199,210
29242000,202,210,202,210
29256000,203,210,203,210
29269000,227,210,227,210
29282000,220,210,211,210
29295000,213,210,213,210
29308000,211,210,212,210
29321000,211,210,211,210
29334000,215,210,220,210
29347000,209,210,209,210
29359000,203,210,203,210
29372000,199,210,198,210
29385000,191,210,192,210
29398000,217,210,217,210
29411000,211,210,208,210
29424000,209,210,209,210
29437000,215,210,214,210
29450000,211,210,211,210
29464000,211,210,211,210
29476000,206,210,205,210
29489000,212,210,212,210
29502000,207,210,203,210
29515000,193,210,193,210
29528000,200,210,197,210
29541000,201,210,201,210
29554000,219,210,235,210
29567000,214,210,214,210
29580000,214,210,219,210
29593000,212,210,212,210
29606000,209,210,210,210
29619000,213,210,213,210
29632000,207,210,207,210
29645000,200,210,200,210
29657000,197,210,197,210
29670000,190,210,194,210
29683000,220,210,220,210
29696000,210,210,206,210
29709000,212,210,212,210
29722000,215,210,215,210
29735000,213,210,210,210
29748000,211,210,214,210
29760000,206,210,205,210
29773000,211,210,211,210
29785000,206,210,206,210
29798000,199,210,199,210
29811000,201,210,201,210
29824000,202,210,202,210
29837000,222,210,222,210
29850000,220,210,219,210
29862000,213,210,213,210
29875000,213,210,213,210
29888000,209,210,210,210
29900000,220,210,220,210
29913000,214,210,214,210
29925000,210,210,208,210
29937000,202,210,199,210
29949000,191,210,191,210
29962000,200,210,208,210
29975000,212,210,212,210
29989000,211,210,211,210
30002000,225,210,220,210
30015000,214,210,214,210
30028000,219,210,214,210
30041000,212,210,212,210
30054000,215,210,214,210
30067000,208,210,208,210
30080000,199,210,199,210
30093000,200,210,200,210
30106000,199,210,201,210
30120000,218,210,220,210
30133000,220,210,220,210
30146000,212,210,212,210
30159000,214,210,214,210
30172000,210,210,210,210
30185000,218,210,218,210
30199000,212,210,212,210
30212000,205,210,202,210
30225000,198,210,198,210
30238000,190,210,190,210
30251000,214,210,214,210
30265000,211,210,207,210
30278000,209,210,209,210
30291000,214,210,214,210
30303000,211,210,211,210
30316000,211,210,211,210
30328000,210,210,205,210
30341000,213,210,213,210
30355000,207,210,202,210
30368000,199,210,195,210
30381000,200,210,200,210
30394000,203,210,203,210
30406000,219,210,222,210
30419000,218,210,218,210
30432000,212,210,213,210
30445000,214,210,214,210
30458000,209,210,209,210
30471000,216,210,216,210
30484000,215,210,210,210
30496000,208,210,203,210
30509000,200,210,200,210
30522000,192,210,191,210
30535000,213,210,213,210
30547000,211,210,211,210
30560000,210,210,210,210
30573000,216,210,216,210
30587000,215,210,214,210
30600000,214,210,212,210
30613000,213,210,206,210
30626000,213,210,213,210
30639000,208,210,206,210
30652000,198,210,197,210
30665000,198,210,199,210
30678000,201,210,201,210
30691000,216,210,219,210
30704000,219,210,218,210
30716000,212,210,214,210
30730000,213,210,212,210
30742000,208,210,208,210
30754000,224,210,214,210
30767000,214,210,209,210
30781000,203,210,201,210
30793000,199,210,199,210
30806000,190,210,190,210
30818000,206,210,211,210
30831000,212,210,212,210
30843000,211,210,211,210
30856000,225,210,221,210
30869000,213,210,213,210
30882000,222,210,212,210
30895000,213,210,211,210
30908000,213,210,213,210
30920000,212,210,208,210
30932000,197,210,198,210
30945000,195,210,195,210
30958000,194,210,200,210
30969000,213,210,215,210
30983000,231,210,229,210
30995000,216,210,216,210
31009000,226,210,226,210
31021000,212,210,212,210
31034000,218,210,224,210
31047000,220,210,220,210
31060000,208,210,212,210
31073000,203,210,203,210
31086000,195,210,195,210
31099000,199,210,199,210
31111000,214,210,214,210
31124000,209,210,212,210
31137000,232,210,232,210
31151000,210,210,214,210
31166000,220,210,217,210
31178000,214,210,212,210
31190000,210,210,214,210
31203000,215,210,215,210
31216000,199,210,198,210
31229000,194,210,195,210
31241000,196,210,196,210
31253000,215,210,215,210
31266000,238,210,234,210
31279000,212,210,212,210
31292000,226,210,227,210
31305000,213,210,213,210
31318000,216,210,223,210
31331000,224,210,224,210
31343000,209,210,209,210
31355000,201,210,201,210
31368000,197,210,196,210
31381000,194,210,194,210
31394000,221,210,214,210
31407000,205,210,205,210
31420000,219,210,231,210
31433000,211,210,211,210
31445000,212,210,212,210
31457000,213,210,216,210
31469000,206,210,207,210
31482000,213,210,212,210
31494000,207,210,207,210
31506000,199,210,199,210
31519000,201,210,201,210
31532000,203,210,203,210
31544000,219,210,219,210
31557000,220,210,220,210
31570000,213,210,213,210
31583000,213,210,213,210
31595000,209,210,209,210
31608000,224,210,217,210
31620000,217,210,217,210
31632000,211,210,210,210
31645000,203,210,203,210
31657000,192,210,192,210
31669000,200,210,200,210
31682000,213,210,212,210
31695000,212,210,212,210
31708000,228,210,226,210
31721000,212,210,212,210
31733000,223,210,223,210
31746000,216,210,213,210
31759000,212,210,212,210
31772000,215,210,215,210
31785000,199,210,197,210
31798000,194,210,194,210
31811000,195,210,195,210
31824000,213,210,213,210
31836000,236,210,230,210
31849000,215,210,215,210
31861000,228,210,228,210
31874000,212,210,212,210
31887000,218,210,218,210
31900000,222,210,221,210
31913000,207,210,207,210
31927000,201,210,201,210
31939000,195,210,195,210
31952000,194,210,197,210
31966000,213,210,213,210
31978000,207,210,212,210
31990000,225,210,229,210
32003000,210,210,210,210
32016000,211,210,220,210
32029000,213,210,214,210
32042000,207,210,210,210
32055000,211,210,214,210
32067000,205,210,203,210
32081000,195,210,195,210
32093000,197,210,196,210
32105000,204,210,212,210
32118000,232,210,235,210
32131000,212,210,212,210
32144000,216,210,227,210
32156000,213,210,213,210
32169000,211,210,211,210
32181000,216,210,216,210
32194000,210,210,208,210
32206000,203,210,203,210
32219000,199,210,199,210
32232000,191,210,193,210
32245000,220,210,220,210
32259000,204,210,204,210
32272000,211,210,219,210
32284000,217,210,215,210
32297000,211,210,211,210
32310000,212,210,214,210
32322000,205,210,205,210
32335000,213,210,211,210
32348000,207,210,205,210
32361000,198,210,198,210
32373000,200,210,200,210
32386000,201,210,202,210
32399000,219,210,219,210
32412000,219,210,219,210
32425000,214,210,214,210
32438000,214,210,211,210
32451000,208,210,208,210
32464000,215,210,213,210
32477000,209,210,209,210
32490000,203,210,201,210
32502000,199,210,199,210
32515000,191,210,191,210
32527000,212,210,212,210
32539000,210,210,211,210
32552000,211,210,210,210
32565000,219,210,219,210
32578000,212,210,212,210
32591000,214,210,214,210
32604000,211,210,208,210
32618000,214,210,213,210
32631000,209,210,208,210
32643000,199,210,199,210
32656000,199,210,201,210
32668000,197,210,201,210
32681000,216,210,216,210
32694000,227,210,222,210
32707000,213,210,213,210
32719000,220,210,220,210
32732000,214,210,214,210
32745000,224,210,224,210
32757000,223,210,216,210
32770000,211,210,211,210
32783000,203,210,203,210
32795000,196,210,192,210
32808000,197,210,203,210
32820000,213,210,212,210
32833000,211,210,211,210
32846000,228,210,227,210
32858000,209,210,211,210
32871000,222,210,222,210
32884000,214,210,214,210
32897000,210,210,210,210
32910000,215,210,215,210
32923000,199,210,199,210
32936000,194,210,195,210
32948000,196,210,195,210
32960000,204,210,213,210
32972000,232,210,236,210
32985000,211,210,211,210
32998000,217,210,227,210
33011000,214,210,214,210
33024000,210,210,214,210
33037000,222,210,222,210
33049000,208,210,208,210
33062000,202,210,200,210
33075000,196,210,196,210
33088000,192,210,193,210
33101000,218,210,218,210
33114000,206,210,206,210
33127000,211,210,218,210
33140000,215,210,209,210
33152000,210,210,210,210
33164000,211,210,211,210
33176000,205,210,204,210
33188000,214,210,211,210
33200000,206,210,205,210
33214000,198,210,198,210
33227000,201,210,201,210
33240000,202,210,203,210
33252000,217,210,219,210
33265000,220,210,220,210
33277000,211,210,211,210
33289000,219,210,212,210
33301000,212,210,207,210
33313000,222,210,222,210
33326000,220,210,215,210
33339000,210,210,210,210
33352000,201,210,201,210
33365000,194,210,194,210
33378000,197,210,206,210
33390000,213,210,213,210
33402000,210,210,210,210
33415000,229,210,229,210
33428000,210,210,210,210
33440000,216,210,221,210
33453000,213,210,213,210
33465000,206,210,206,210
33478000,211,210,213,210
33490000,203,210,200,210
33502000,196,210,194,210
33515000,197,210,197,210
33528000,202,210,207,210
33541000,235,210,235,210
33553000,215,210,215,210
33565000,214,210,214,210
33578000,213,210,211,210
33591000,207,210,207,210
33603000,219,210,213,210
33616000,212,210,208,210
33629000,202,210,202,210
33643000,200,210,198,210
33656000,191,210,194,210
33668000,215,210,219,210
33680000,212,210,208,210
33692000,211,210,209,210
33705000,214,210,214,210
33718000,213,210,211,210
33731000,211,210,211,210
33744000,210,210,206,210
33756000,214,210,214,210
33769000,208,210,208,210
33781000,198,210,198,210
33794000,197,210,198,210
33807000,200,210,200,210
33820000,215,210,216,210
33833000,222,210,222,210
33846000,212,210,212,210
33859000,217,210,217,210
33872000,213,210,210,210
33885000,222,210,222,210
33898000,217,210,216,210
33910000,213,210,210,210
33922000,203,210,203,210
33935000,192,210,192,210
33948000,202,210,208,210
33961000,212,210,211,210
33973000,211,210,211,210
33985000,230,210,230,210
33998000,209,210,214,210
34011000,222,210,222,210
34023000,214,210,214,210
34035000,209,210,209,210
34047000,213,210,213,210
34060000,204,210,201,210
34073000,194,210,194,210
34086000,197,210,196,210
34099000,210,210,210,210
34111000,233,210,233,210
34123000,211,210,211,210
34136000,212,210,224,210
34149000,213,210,213,210
34161000,210,210,210,210
34174000,215,210,219,210
34187000,208,210,208,210
34200000,203,210,202,210
34212000,199,210,198,210
34225000,191,210,192,210
34237000,217,210,217,210
34250000,210,210,209,210
34262000,209,210,210,210
34275000,216,210,216,210
34288000,214,210,211,210
34301000,211,210,211,210
34314000,210,210,206,210
34326000,214,210,213,210
34340000,208,210,207,210
34352000,198,210,198,210
34365000,201,210,201,210
34378000,199,210,204,210
34391000,220,210,220,210
34403000,222,210,222,210
34416000,212,210,213,210
34429000,216,210,216,210
34441000,213,210,213,210
34454000,224,210,220,210
34467000,217,210,217,210
34479000,212,210,212,210
34493000,203,210,203,210
34505000,195,210,192,210
34517000,201,210,210,210
34530000,212,210,212,210
34543000,212,210,212,210
34556000,229,210,225,210
34568000,212,210,213,210
34581000,222,210,222,210
34593000,214,210,214,210
34606000,210,210,216,210
34619000,215,210,215,210
34631000,200,210,200,210
34643000,194,210,194,210
34655000,198,210,198,210
34668000,202,210,215,210
34681000,236,210,236,210
34693000,211,210,211,210
34706000,217,210,227,210
34719000,213,210,213,210
34732000,210,210,214,210
34745000,222,210,222,210
34758000,209,210,206,210
34771000,200,210,200,210
34784000,198,210,194,210
34798000,195,210,195,210
34812000,214,210,212,210
34824000,206,210,211,210
34836000,216,210,231,210
34849000,211,210,211,210
34861000,211,210,212,210
34874000,213,210,214,210
34887000,206,210,206,210
34899000,211,210,211,210
34912000,205,210,202,210
34925000,194,210,193,210
34938000,202,210,197,210
34951000,205,210,205,210
34964000,227,210,234,210
34977000,210,210,210,210
34990000,214,210,221,210
35002000,212,210,211,210
35015000,208,210,212,210
35028000,213,210,219,210
35040000,210,210,209,210
35053000,203,210,203,210
35066000,198,210,198,210
35079000,191,210,191,210
35092000,217,210,217,210
35105000,208,210,208,210
35117000,209,210,209,210
35130000,214,210,213,210
35143000,211,210,211,210
35156000,212,210,212,210
35169000,206,210,206,210
35182000,212,210,213,210
35196000,207,210,205,210
35210000,197,210,194,210
35223000,198,210,198,210
35236000,202,210,207,210
35249000,223,210,236,210
35262000,215,210,212,210
35274000,214,210,220,210
35287000,213,210,213,210
35300000,211,210,211,210
35312000,216,210,216,210
35325000,210,210,210,210
35337000,203,210,203,210
35350000,200,210,197,210
35363000,192,210,192,210
35376000,215,210,219,210
35388000,212,210,210,210
35401000,212,210,212,210
35413000,217,210,217,210
35426000,214,210,213,210
35439000,214,210,214,210
35452000,211,210,205,210
35465000,213,210,213,210
35478000,207,210,205,210
35491000,197,210,197,210
35503000,199,210,199,210
35516000,201,210,203,210
35529000,220,210,220,210
35542000,224,210,219,210
35555000,211,210,211,210
35567000,218,210,218,210
35581000,208,210,208,210
35594000,220,210,214,210
35606000,214,210,214,210
35619000,207,210,207,210
35632000,201,210,199,210
35645000,189,210,189,210
35657000,207,210,207,210
35670000,211,210,211,210
35683000,208,210,208,210
35695000,232,210,222,210
35708000,211,210,215,210
35719000,220,210,220,210
35732000,213,210,213,210
35744000,207,210,214,210
35757000,211,210,215,210
35769000,201,210,201,210
35782000,193,210,194,210
35795000,195,210,195,210
35807000,210,210,210,210
35819000,234,210,234,210
35831000,210,210,210,210
35844000,213,210,223,210
35857000,213,210,213,210
35870000,211,210,212,210
35882000,215,210,218,210
35895000,210,210,209,210
35908000,203,210,201,210
35921000,197,210,197,210
35934000,191,210,194,210
35947000,221,210,221,210
35960000,210,210,206,210
35973000,211,210,211,210
35986000,215,210,213,210
35999000,210,210,215,210
36013000,213,210,213,210
36026000,204,210,205,210
36039000,211,210,211,210
36052000,204,210,203,210
36065000,194,210,194,210
36079000,195,210,195,210
36093000,214,210,214,210
36106000,236,210,233,210
36120000,214,210,214,210
36133000,229,210,229,210
36147000,212,210,212,210
36159000,223,210,223,210
36172000,222,210,216,210
36184000,208,210,208,210
36196000,200,210,200,210
36208000,198,210,197,210
36220000,194,210,195,210
36233000,220,210,220,210
36246000,206,210,206,210
36258000,211,210,223,210
36271000,214,210,214,210
36284000,209,210,210,210
36297000,213,210,213,210
36309000,204,210,204,210
36322000,211,210,211,210
36334000,205,210,204,210
36347000,198,210,198,210
36359000,201,210,201,210
36372000,201,210,201,210
36385000,219,210,219,210
36397000,218,210,218,210
36410000,210,210,213,210
36422000,215,210,213,210
36434000,212,210,209,210
36448000,222,210,216,210
36461000,217,210,217,210
36474000,210,210,204,210
36487000,201,210,197,210
36500000,189,210,189,210
36512000,207,210,210,210
36525000,210,210,210,210
36538000,211,210,211,210
36551000,220,210,216,210
36564000,212,210,212,210
36576000,221,210,215,210
36589000,213,210,213,210
36602000,215,210,214,210
36615000,213,210,208,210
36628000,197,210,199,210
36640000,195,210,199,210
36652000,195,210,198,210
36665000,213,210,216,210
36678000,231,210,228,210
36692000,216,210,213,210
36704000,227,210,219,210
36717000,213,210,213,210
36730000,225,210,223,210
36743000,216,210,216,210
36756000,211,210,211,210
36769000,202,210,202,210
36781000,196,210,196,210
36793000,199,210,199,210
36805000,213,210,213,210
36818000,210,210,212,210
36831000,232,210,232,210
36844000,211,210,211,210
36857000,215,210,221,210
36870000,216,210,213,210
36883000,206,210,208,210
36895000,213,210,213,210
36907000,202,210,200,210
36920000,194,210,194,210
36932000,198,210,196,210
36945000,205,210,213,210
36958000,235,210,235,210
36970000,215,210,212,210
36983000,219,210,219,210
36996000,211,210,211,210
37009000,211,210,211,210
37021000,216,210,216,210
37034000,207,210,207,210
37047000,201,210,201,210
37060000,198,210,198,210
37073000,192,210,192,210
37086000,219,210,217,210
37099000,209,210,205,210
37111000,208,210,208,210
37124000,214,210,214,210
37136000,212,210,211,210
37149000,210,210,210,210
37162000,206,210,205,210
37174000,213,210,212,210
37187000,207,210,206,210
37200000,198,210,197,210
37212000,199,210,200,210
37225000,201,210,203,210
37238000,216,210,220,210
37251000,220,210,219,210
37264000,212,210,214,210
37277000,213,210,213,210
37290000,210,210,210,210
37303000,216,210,216,210
37315000,215,210,215,210
37328000,208,210,203,210
37341000,199,210,199,210
37354000,190,210,191,210
37367000,212,210,212,210
37380000,212,210,212,210
37393000,211,210,211,210
37406000,222,210,216,210
37418000,213,210,214,210
37431000,215,210,215,210
37444000,213,210,206,210
37457000,212,210,212,210
37470000,208,210,208,210
37483000,199,210,199,210
37496000,198,210,201,210
37509000,199,210,202,210
37522000,218,210,220,210
37534000,228,210,220,210
37546000,216,210,212,210
37558000,228,210,219,210
37571000,213,210,208,210
37584000,224,210,223,210
37597000,216,210,214,210
37610000,212,210,212,210
37623000,204,210,200,210
37635000,195,210,195,210
37647000,199,210,199,210
37660000,214,210,212,210
37672000,208,210,211,210
37685000,233,210,233,210
37697000,211,210,211,210
37710000,215,210,222,210
37723000,214,210,214,210
37735000,207,210,207,210
37748000,212,210,213,210
37760000,202,210,200,210
37773000,192,210,192,210
37785000,197,210,197,210
37798000,203,210,205,210
37812000,234,210,237,210
37824000,216,210,213,210
37836000,213,210,218,210
37849000,213,210,213,210
37862000,210,210,211,210
37875000,215,210,215,210
37887000,210,210,210,210
37900000,202,210,201,210
37912000,198,210,197,210
37924000,189,210,191,210
37936000,208,210,211,210
37949000,211,210,211,210
37962000,210,210,211,210
37974000,225,210,219,210
37987000,215,210,213,210
38000000,219,210,214,210
38012000,212,210,212,210
38025000,215,210,213,210
38038000,209,210,208,210
38051000,199,210,199,210
38064000,197,210,200,210
38077000,201,210,201,210
38090000,216,210,219,210
38103000,227,210,221,210
38115000,214,210,213,210
38129000,218,210,218,210
38141000,214,210,214,210
38154000,225,210,220,210
38166000,219,210,216,210
38180000,211,210,210,210
38193000,203,210,203,210
38205000,192,210,192,210
38218000,201,210,208,210
38230000,213,210,212,210
38244000,211,210,210,210
38257000,224,210,224,210
38269000,212,210,212,210
38282000,220,210,219,210
38295000,211,210,211,210
38307000,211,210,211,210
38320000,215,210,215,210
38333000,199,210,199,210
38345000,194,210,194,210
38358000,196,210,196,210
38370000,210,210,213,210
38383000,236,210,236,210
38397000,213,210,213,210
38411000,226,210,226,210
38425000,213,210,213,210
38437000,224,210,224,210
38450000,222,210,215,210
38463000,209,210,210,210
38475000,201,210,202,210
38488000,194,210,193,210
38501000,195,210,196,210
38513000,216,210,213,210
38525000,207,210,207,210
38537000,225,210,230,210
38550000,212,210,210,210
38563000,214,210,223,210
38576000,215,210,215,210
38589000,206,210,206,210
38602000,211,210,212,210
38614000,203,210,200,210
38627000,193,210,193,210
38640000,197,210,196,210
38652000,203,210,203,210
38665000,232,210,236,210
38678000,215,210,213,210
38691000,218,210,218,210
38704000,212,210,212,210
38717000,211,210,211,210
38729000,215,210,215,210
38741000,207,210,207,210
38754000,201,210,200,210
38766000,197,210,197,210
38779000,191,210,191,210
38792000,210,210,217,210
38805000,209,210,209,210
38818000,209,210,210,210
38830000,217,210,216,210
38842000,212,210,212,210
38855000,211,210,211,210
38868000,210,210,207,210
38880000,216,210,214,210
38892000,212,210,207,210
38904000,198,210,197,210
38916000,193,210,197,210
38930000,197,210,199,210
38943000,215,210,216,210
38956000,230,210,224,210
38969000,212,210,212,210
38982000,224,210,215,210
38995000,212,210,212,210
39008000,223,210,221,210
39021000,216,210,216,210
39034000,211,210,211,210
39047000,203,210,203,210
39060000,192,210,191,210
39072000,199,210,208,210
39085000,212,210,212,210
39098000,212,210,210,210
39111000,226,210,226,210
39123000,212,210,212,210
39136000,221,210,220,210
39149000,214,210,214,210
39161000,214,210,215,210
39175000,215,210,215,210
39188000,199,210,199,210
39201000,196,210,196,210
39214000,197,210,198,210
39227000,214,210,215,210
39239000,231,210,231,210
39251000,215,210,215,210
39264000,227,210,226,210
39277000,212,210,212,210
39289000,217,210,224,210
39302000,223,210,221,210
39315000,208,210,212,210
39328000,201,210,203,210
39340000,196,210,196,210
39353000,195,210,195,210
39366000,218,210,214,210
39379000,209,210,209,210
39392000,228,210,230,210
39405000,211,210,211,210
39417000,212,210,212,210
39430000,212,210,213,210
39444000,207,210,209,210
39456000,213,210,214,210
39469000,203,210,196,210
39482000,194,210,192,210
39495000,194,210,195,210
39508000,203,210,213,210
39521000,235,210,233,210
39534000,210,210,212,210
39547000,228,210,228,210
39560000,213,210,212,210
39573000,214,210,214,210
39586000,221,210,221,210
39599000,207,210,207,210
39612000,200,210,203,210
39625000,196,210,196,210
39638000,194,210,196,210
39651000,214,210,214,210
39664000,205,210,212,210
39677000,231,210,231,210
39690000,211,210,210,210
39703000,221,210,221,210
39716000,215,210,214,210
39729000,209,210,209,210
39742000,214,210,214,210
39755000,199,210,199,210
39768000,194,210,193,210
39780000,198,210,197,210
39792000,204,210,213,210
39805000,235,210,235,210
39818000,213,210,212,210
39831000,224,210,224,210
39844000,212,210,211,210
39857000,212,210,212,210
39869000,221,210,221,210
39881000,209,210,209,210
39893000,203,210,202,210
39905000,198,210,198,210
39918000,192,210,192,210
39930000,213,210,218,210
39943000,212,210,207,210
39957000,210,210,210,210
39970000,217,210,213,210
39983000,211,210,211,210
39996000,212,210,212,210
40008000,208,210,206,210
40021000,213,210,211,210
40033000,206,210,206,210
40046000,198,210,197,210
40059000,199,210,200,210
40072000,199,210,202,210
40084000,214,210,221,210
40096000,225,210,221,210
40109000,213,210,213,210
40122000,220,210,216,210
40135000,211,210,211,210
40147000,223,210,223,210
40160000,214,210,214,210
40172000,210,210,210,210
40185000,202,210,202,210
40198000,192,210,191,210
40212000,204,210,210,210
40224000,212,210,212,210
40237000,213,210,211,210
40250000,227,210,224,210
40262000,212,210,214,210
40274000,222,210,222,210
40286000,213,210,214,210
40298000,205,210,209,210
40311000,215,210,215,210
40324000,202,210,199,210
40337000,194,210,196,210
40350000,196,210,196,210
40362000,203,210,214,210
40374000,233,210,238,210
40387000,212,210,212,210
40400000,219,210,226,210
40413000,212,210,212,210
40426000,210,210,215,210
40438000,214,210,222,210
40451000,208,210,208,210
40465000,201,210,201,210
40478000,198,210,196,210
40491000,194,210,194,210
40503000,220,210,220,210
40516000,205,210,205,210
40529000,215,210,215,210
40541000,214,210,214,210
40554000,209,210,210,210
40566000,211,210,214,210
40579000,206,210,206,210
40592000,212,210,211,210
40604000,207,210,207,210
40617000,200,210,200,210
40629000,199,210,199,210
40641000,203,210,203,210
40654000,219,210,221,210
40666000,226,210,220,210
40678000,216,210,211,210
40690000,226,210,218,210
40703000,213,210,209,210
40716000,224,210,224,210
40729000,218,210,218,210
40742000,211,210,211,210
40754000,204,210,204,210
40766000,195,210,192,210
40779000,200,210,200,210
40792000,213,210,212,210
40805000,212,210,210,210
40818000,230,210,225,210
40830000,210,210,212,210
40844000,222,210,222,210
40856000,213,210,213,210
40869000,211,210,211,210
40882000,215,210,215,210
40895000,201,210,199,210
40907000,194,210,197,210
40920000,195,210,195,210
40933000,214,210,214,210
40946000,237,210,232,210
40960000,214,210,214,210
40973000,227,210,218,210
40986000,212,210,213,210
40999000,225,210,224,210
41012000,222,210,217,210
41025000,211,210,211,210
41038000,202,210,202,210
41051000,192,210,192,210
41064000,197,210,203,210
41078000,211,210,211,210
41091000,212,210,212,210
41104000,228,210,224,210
41117000,213,210,213,210
41130000,220,210,215,210
41143000,212,210,212,210
41156000,215,210,215,210
41169000,210,210,210,210
41182000,198,210,199,210
41195000,199,210,199,210
41208000,198,210,201,210
41221000,215,210,215,210
41234000,231,210,223,210
41247000,214,210,214,210
41261000,217,210,217,210
41274000,213,210,210,210
41286000,224,210,222,210
41299000,216,210,216,210
41312000,210,210,210,210
41325000,203,210,197,210
41339000,189,210,189,210
41351000,207,210,211,210
41364000,212,210,210,210
41377000,210,210,210,210
41389000,223,210,223,210
41402000,212,210,213,210
41415000,217,210,217,210
41428000,213,210,211,210
